id,vehicle.age,vehicle.value,body,seats,drive,mpg,length,height,hp,engine.size,cylinders,fuel
cltyTM,7,25776,suv,8,RWD,19,210,76,440,3.5,6,gasoline
vCnHun,14,2555,suv,5,FWD,28,180,63,158,2,4,gasoline
dNvr3p,6,5361,sedan,5,fwd,31,174,58,120,1.6,NA,gasoline
CCbxry,8,6673,suv,5,FWD,28,180,63,158,2,4,gasoline
RAuaCC,14,1490,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
ydyTW3,20,1019,suv,5,AWD,29,176,63,152,2,4,gasoline
YIydg7,30,329,suv,8,awd,25,202,69,280,3.3,6,gasoline
tDZush,9,13031,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
nUUaEn,24,430,suv,5,FWD,31,165,63,147,2,4,gasoline
GITaBK,17,1581,suv,5,FWD,28,180,63,158,2,4,gasoline
dj2XGM,25,476,sedan,5,FWD,45,184,57,165,2.5,4,diesel
lZAYbo,5,17973,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
nG2Srs,3,15470,suv,5,AWD,29,176,63,152,2,4,gasoline
NuvoJM,4,10546,suv,5,FWD,33,169,63,122,1.6,4,gasoline
lZQoNJ,5,11683,suv,5,FWD,30,171,65,137,1.2,3,gasoline
KrNBLg,4,29001,suv,8,RWD,20,210,77,380,3.5,6,gasoline
Unj2N4,18,1123,suv,5,FWD,31,165,63,147,2,4,gasoline
WRJbSn,4,14764,suv,5,FWD,41,180,63,136,2,4,diesel
poknXL,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
qr4JMA,17,1449,sedan,5,FWD,35,183,57,169,2,4,gasoline
uogsnA,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
qBM1uw,27,1051,suv,8,RWD,19,210,76,440,3.5,6,gasoline
ktB00w,22,1628,suv,8,RWD,20,210,77,380,3.5,6,gasoline
iDavjY,10,3634,sedan,5,FWD,31,179,58,160,2,4,flex
i02NUa,14,2236,sedan,5,FWD,37,184,56,147,2,4,gasoline
lgFHCz,3,14851,sedan,5,FWD,53,184,56,127,2,4,diesel
Xx1rmj,4,47984,suv,8,RWD,28,210,76,381,3.5,6,diesel
3AtmDn,23,757,suv,5,FWD,43,171,65,118,1.2,3,diesel
HI0EXz,4,11600,sedan,5,FWD,35,183,57,169,2,4,gasoline
HyYzNX,3,14851,suv,5,FWD,28,180,63,158,2,4,gasoline
JxFPGJ,11,4473,suv,5,FWD,30,171,65,137,1.2,3,gasoline
i0IBYG,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
lmLpgI,4,13182,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
HrFvKX,4,11600,sedan,5,FWD,35,183,57,169,2,4,gasoline
ZeCjXK,27,332,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
dp4wxp,13,2873,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
UqbSKh,15,4989,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
kuDfke,10,5249,suv,5,FWD,30,171,65,137,1.2,3,gasoline
tcQYeo,14,2129,suv,5,FWD,33,169,63,122,1.6,4,gasoline
XYdhLA,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
GUKdcE,7,6526,suv,5,FWD,33,169,63,122,1.6,4,gasoline
RGZ4O1,12,7917,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
VXtAGj,20,3220,suv,8,RWD,19,210,76,440,3.5,6,gasoline
3ArF2Q,8,6951,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
JXotVW,21,2744,suv,8,RWD,19,210,76,440,3.5,6,gasoline
jicU2p,14,2661,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
4ZifDm,3,28464,suv,8,AWD,36,202,69,242,3.3,6,diesel
ghIA22,23,1009,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
pHGlXe,14,2449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
Nld3fv,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
THBvyH,21,486,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
FCnHFg,18,2470,suv,5,AWD,33,189,68,216,2,4,diesel
0qHADG,19,861,sedan,5,FWD,49,164,60,95,1.6,4,diesel
QHR4PZ,14,4045,suv,5,AWD,23,189,68,250,2,4,gasoline
y3ooiy,0,25000,suv,5,AWD,29,176,63,152,2,4,gasoline
2lqLKO,6,7658,suv,5,FWD,31,165,63,147,2,4,gasoline
hKmKYX,8,11121,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
qZSNx3,5,9885,suv,5,AWD,25,161,65,166,2,4,gasoline
P31KXP,23,958,suv,5,AWD,23,189,68,250,2,4,gasoline
nqJK0A,20,1549,suv,5,AWD,23,189,68,250,2,4,gasoline
Gw0OKU,8,6951,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
EGgTRw,12,2492,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
uYvU0y,27,612,suv,8,AWD,36,202,69,242,3.3,6,diesel
eyRmge,9,13031,suv,8,RWD,20,210,77,380,3.5,6,gasoline
LYxYiz,16,1855,suv,5,fwd,28,180,63,158,2,4,gasoline
uxQakW,25,311,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
SjJxyI,17,5731,convertible,4,RWD,23,193,54,315,3,6,gasoline
PEerjE,13,2499,suv,5,FWD,33,169,63,122,1.6,4,gasoline
LDRwVv,30,165,suv,5,FWD,31,165,63,147,2,4,gasoline
WHb2iO,9,4975,sedan,5,FWD,45,179,58,138,2,4,diesel
KxRPZ1,19,1052,sedan,5,FWD,35,183,57,169,2,4,gasoline
3gG4JH,11,4301,sub,5,awd,NA,176,63,152,2,4,gasoline
tmUsbL,15,7167,suv,8,RWD,19,210,76,440,3.5,6,gasoline
eomJDQ,20,1060,suv,5,FWD,30,171,65,137,1.2,3,gasoline
SzYJtE,14,3087,suv,5,AWD,42,176,63,131,2,4,diesel
GRXK1Z,NA,17945,sub,8,RWD,21,208,77,332,6,8,gasoline/hybrid
bLyBpx,22,1628,suv,8,RWD,20,210,77,380,3.5,6,gasoline
ewnryc,5,8987,suv,5,FWD,31,165,63,147,2,4,gasoline
axxRua,14,2768,suv,5,FWD,30,171,65,137,1.2,3,gasoline
tjZZnc,31,161,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
nzkSrW,5,11683,suv,5,FWD,30,171,65,137,1.2,3,gasoline
Ykdv32,12,5864,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
FLJacQ,18,1403,suv,5,AWD,29,176,63,152,2,4,gasoline
TRwatj,1,34086,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
1HXZlw,19,1196,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
D4iXPr,8,7229,sub,5,fwd,NA,171,65,137,1.2,3,gasoline
zXtYdU,14,2661,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
ypjcnB,13,2499,suv,5,FWD,33,169,63,122,1.6,4,gasoline
mO1tVL,10,3230,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
ZsYZdu,16,2242,sedan,5,FWD,46,193,57,165,2.5,4,diesel
1LVDDL,19,1196,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
wC4Otk,10,3230,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
Bp1zlU,16,2319,suv,5,FWD,43,171,65,118,1.2,3,diesel
pzTSLx,24,430,suv,5,FWD,31,165,63,147,2,4,gasoline
kuLPSj,16,2242,sedan,5,FWD,43,194,58,138,1.5,4,diesel
2f4JRW,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
QKBCpB,17,2503,suv,5,AWD,23,189,68,250,2,4,gasoline
CbjzSu,10,4644,suv,5,FWD,45,165,63,127,2,4,diesel
oIfZy4,5,19770,suv,5,AWD,33,189,68,216,2,4,diesel
skiUQN,17,1910,sub,NA,awd,42,176,63,131,2,4,diesel
k4GrBk,14,5855,suv,8,RWD,20,210,77,380,3.5,6,gasoline
zYuCnq,5,7189,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
oJJNES,15,1633,sedan,5,FWD,31,179,58,160,2,4,flex
4UTSnt,10,4442,sedan,5,FWD,35,183,57,169,2,4,gasoline
vLszsZ,17,1581,suv,5,FWD,28,180,63,158,2,4,gasoline
0xShYq,23,1387,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
SxuymN,8,5839,sedan,5,FWD,37,184,56,147,2,4,gasoline
OvPdXX,26,624,suv,8,AWD,25,202,69,280,3.3,6,gasoline
KARB0Q,5,11683,suv,5,FWD,30,171,65,137,1.2,3,gasoline
qd4BdA,17,1186,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
FIYtVJ,6,10338,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
xJTPLY,1,39199,suv,8,AWD,36,202,69,242,3.3,6,diesel
B2QpDM,10,4442,suv,5,AWD,25,161,65,166,2,4,gasoline
SOziXr,15,1905,sedan,5,FWD,37,184,56,147,2,4,gasoline
WwDcLK,9,3791,sedan,5,FWD,45,174,58,103,1.6,4,diesel
LtROzC,6,9572,suv,5,AWD,29,176,63,152,2,4,gasoline
0CdJ2T,29,367,suv,5,AWD,23,189,68,250,2,4,gasoline
gRxVlt,17,2964,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
yod2ip,11,4301,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
xwAiQI,22,1184,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
sORPOo,8,5561,suv,5,FWD,31,165,63,147,2,4,gasoline
2MhEes,19,1196,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
gYyGOj,13,4747,suv,5,AWD,23,189,68,250,2,4,gasoline
R0GOIP,13,2249,sedan,5,FWD,49,164,60,95,1.6,4,diesel
K4HaPe,16,3092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
nPoRrL,4,14237,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
DOlp4k,10,5855,sedan,5,FWD,43,194,58,138,1.5,4,diesel
3VNVH4,15,5171,sedan,5,AWD,27,194,57,261,2,4,gasoline/hybrid
jThCxO,9,3317,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
fodVVE,5,11233,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
rJda40,22,1628,suv,8,RWD,20,210,77,380,3.5,6,gasoline
marSvS,21,556,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
NVtqtn,7,12399,suv,5,AWD,23,189,68,250,2,4,gasoline
OUwVG0,26,858,suv,8,RWD,21,208,77,332,6,8,gasoline
kDXJel,20,571,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
aqQxQo,15,1996,sedan,5,FWD,35,183,57,169,2,4,gasoline
QNtOnV,1,34086,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
OWXaSP,18,1291,suv,5,FWD,45,165,63,127,2,4,diesel
jfbMlt,17,2503,suv,5,AWD,23,189,68,250,2,4,gasoline
uYuoFd,15,3629,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
NETCOB,19,2631,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
vUFwWZ,9,12794,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
cQbSJh,13,3248,suv,5,FWD,30,171,65,137,1.2,3,gasoline
xtMzDz,2,37760,sedan,5,RWD,42,185,55,194,2,4,diesel
ePTMdH,18,1403,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
p1HfMp,15,4173,suv,8,AWD,36,202,69,242,3.3,6,diesel
qZV2vn,18,1235,sedan,5,FWD,35,183,57,169,2,4,gasoline
ZpxCGt,5,8088,sedan,5,FWD,31,179,58,160,2,4,flex
HrUnjF,6,7658,suv,5,FWD,33,169,63,122,1.6,4,gasoline
fbX4Pu,10,4038,suv,5,FWD,31,165,63,147,2,4,gasoline
YMyptU,22,1628,suv,8,RWD,20,210,77,380,3.5,6,gasoline
xXX1XI,2,29046,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
avEPJk,7,15009,suv,8,AWD,36,202,69,242,3.3,6,diesel
ICaoRC,6,8807,suv,5,FWD,48,169,63,105,1.6,4,diesel
spFLM7,14,3087,sub,5,awd,42,NA,63,131,2,4,diesel
kcXsLK,16,2087,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
CzqNCp,11,4129,suv,5,FWD,28,180,63,158,2,4,gasoline
YLgxWf,29,232,sedan,5,FWD,53,184,56,127,2,4,diesel
elnGHE,5,8088,sedan,5,FWD,31,179,58,160,2,4,flex
TcKHET,20,856,sedan,5,FWD,37,184,56,147,2,4,gasoline
lNiVZ0,4,21092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
AOvC1g,16,1933,suv,5,AWD,29,176,63,152,2,4,gasoline
LqVzgI,17,2503,suv,5,AWD,23,189,68,250,2,4,gasoline
PYZeMx,14,6600,suv,8,RWD,31,205,75,287,6,8,diesel
qMZGEO,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
ma4FPm,21,868,suv,5,AWD,29,176,63,152,2,4,gasoline
CVhDZE,7,8157,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
EDnfEq,NA,6852,sesan,5,FWD,37,184,56,147,2,4,gasoline
qgfwVC,2,14523,suv,5,FWD,33,169,63,122,1.6,4,gasoline
lO3GPt,8,5561,sub,5,fwd,33,169,63,NA,1.6,4,gasoline
pvWYhW,20,1549,suv,5,AWD,23,189,68,250,2,4,gasoline
dQfFk2,13,3123,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
BaXyhC,3,12376,suv,5,FWD,31,165,63,147,2,4,gasoline
0YphrN,16,1701,sedan,5,FWD,35,183,57,169,2,4,gasoline
EJIvQd,3,14851,suv,5,FWD,28,180,63,158,2,4,gasoline
zlarVw,14,4258,sub,8,awd,25,202,69,280,3.3,6,gasoline/hybrid
sEeHxZ,20,1182,suv,5,AWD,42,176,63,131,2,4,diesel
hSUfo4,7,8157,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
z3XpyG,8,17516,suv,8,RWD,31,208,77,287,6,8,diesel
ntKZVL,22,1362,suv,8,AWD,36,202,69,242,3.3,6,diesel
ACeRqC,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
bhTcWe,5,11233,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
E4TUnB,25,806,suv,5,AWD,33,189,68,216,2,4,diesel
MXPm4N,16,1082,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
cqYgRA,25,330,sedan,5,FWD,49,164,60,95,1.6,4,diesel
UcuwFU,22,681,suv,5,FWD,48,169,63,105,1.6,4,diesel
oUXh3T,11,3613,sedan,5,FWD,37,184,56,147,2,4,gasoline
VjRQHc,23,1160,suv,8,AWD,36,202,69,242,3.3,6,diesel
PArzoY,8,6951,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
xUeFYk,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
aL2Pew,18,1347,suv,5,FWD,28,180,63,158,2,4,gasoline
RpLqV3,17,2635,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
uB4GYL,4,41656,suv,8,rwd,19,210,NA,440,3.5,6,gasoline
rzM2UH,6,30249,suv,8,RWD,19,210,76,440,3.5,6,gasoline
DhRlbt,6,20676,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
yqM2UY,18,1179,sedan,5,FWD,37,184,56,147,2,4,gasoline
vmzslQ,9,6160,suv,5,FWD,30,171,65,137,1.2,3,gasoline
vwfMsn,6,7658,suv,5,FWD,33,169,63,122,1.6,4,gasoline
OfAxEB,3,10519,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
GDR4YQ,21,729,sedan,5,FWD,37,184,56,147,2,4,gasoline
CRD1Ty,13,4997,sedan,5,FWD,25,195,56,272,2,4,gasoline
FOeiAw,13,4747,suv,5,AWD,23,189,68,250,2,4,gasoline
kaOOgd,12,2932,suv,5,FWD,33,169,63,122,1.6,4,gasoline
YGx1Do,7,14356,suv,5,AWD,33,189,68,216,2,4,diesel
rYkyGS,20,1630,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
zyOmvp,11,7570,sub,5,awd,33,189,68,216,2,4,diesel
QLHL1O,7,12399,suv,5,AWD,23,189,68,250,2,4,gasoline
Ge1djm,8,5005,sesan,5,fwd,36,161,60,130,1.5,NA,gasoline
Hwo4p3,25,403,suv,5,AWD,25,161,65,166,2,4,gasoline
SVzt3p,11,3441,sub,NA,fwd,33,169,63,122,1.6,4,gasoline
ayC3Vd,17,2503,suv,5,AWD,23,189,68,250,2,4,gasoline
0GewQg,20,1019,suv,5,AWD,29,176,63,152,2,4,gasoline
JNXwUp,9,5923,suv,5,AWD,29,176,63,152,2,4,gasoline
qTNzfy,17,1581,suv,5,FWD,28,180,63,158,2,4,gasoline
PS4JjQ,22,1184,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
mJ3bzc,2,17428,suv,5,FWD,28,180,63,158,2,4,gasoline
vSFlgd,13,1999,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
PzkwI0,10,4240,sedan,5,FWD,37,184,56,147,2,4,gasoline
FPCAE1,15,5715,suv,8,RWD,31,208,77,287,6,8,diesel
3ortwN,19,3779,suv,8,RWD,19,210,76,440,3.5,6,gasoline
pDXqeZ,11,2925,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
QeURLk,6,21059,suv,8,RWD,20,210,77,380,3.5,6,gasoline
fNFHH4,1,20451,suv,5,FWD,28,180,63,158,2,4,gasoline
HhElaf,18,5108,suv,8,RWD,28,210,76,381,3.5,6,diesel
vbbznx,13,2499,sedan,5,FWD,52,173,57,103,1.6,4,diesel
KGijZQ,4,14237,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
KkHZky,25,440,suv,5,FWD,28,180,63,158,2,4,gasoline
LR4RWF,6,21059,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
daooDi,2,21058,sedan,5,FWD,46,193,57,165,2.5,4,diesel
VUyfLP,9,5923,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
mcVPuD,19,1435,suv,5,FWD,43,171,65,118,1.2,3,diesel
p3hwNH,16,1314,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
FQrsjm,1,23008,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
aqSCno,14,5749,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
KGtTC3,1,NA,sesan,5,fwd,37,184,56,147,2,4,gasoline
FEOxuf,4,8964,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
4iziuz,10,7672,suv,5,AWD,23,189,68,250,2,4,gasoline
nzESQf,5,7639,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
GYEpNk,17,2503,suv,5,AWD,23,189,68,250,2,4,gasoline
jFCON0,14,8410,suv,8,RWD,19,210,76,440,3.5,6,gasoline
E1KA0c,6,8807,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
u3CPvN,19,2631,suv,8,RWD,20,210,77,380,3.5,6,gasoline
PTlQB3,9,11609,sedan,5,RWD,23,182,56,320,3,6,gasoline
FoL34e,15,4899,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
lsXDaz,13,2998,suv,5,FWD,28,180,63,158,2,4,gasoline
SokZqD,18,1460,suv,5,FWD,30,171,65,137,1.2,3,gasoline
lfSocw,24,602,suv,5,FWD,41,180,63,136,2,4,diesel
UxHOTL,27,718,suv,8,RWD,21,205,75,332,6,8,gasoline
EvUxbK,18,1347,suv,5,FWD,28,180,63,158,2,4,gasoline
NUuWCM,6,21442,sedan,5,RWD,33,182,56,277,3,6,diesel
WTFPcD,25,1667,suv,8,RWD,28,210,76,381,3.5,6,diesel
UB2ezz,5,9885,sedan,5,FWD,35,183,57,169,2,4,gasoline
qttkLW,19,1196,sedan,5,FWD,51,183,57,146,2,4,diesel
qlR4xN,11,7742,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
s4WCZm,17,1910,suv,5,AWD,42,176,63,131,2,4,diesel
NWJMLc,11,9290,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
bzR0vR,15,2449,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
Dc1xDZ,4,13182,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
LIKnjD,17,1186,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
fSvzdZ,10,5451,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
VYEAyB,8,6951,suv,5,AWD,29,176,63,152,2,4,gasoline
kpV4vk,18,2133,suv,5,AWD,23,189,68,250,2,4,gasoline
DdyqRx,17,1383,sedan,5,FWD,37,184,56,147,2,4,gasoline
DbYKJz,16,1546,suv,5,FWD,31,165,63,147,2,4,gasoline
0AmaSE,17,3623,suv,8,RWD,20,210,77,380,3.5,6,gasoline
b1LLMi,3,24751,sedan,5,FWD,25,195,56,272,2,4,gasoline
K4hOJP,4,21092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
alIqjw,20,1630,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
zRBajo,15,3992,suv,5,AWD,33,189,68,216,2,4,diesel
xJZHVi,15,1814,sedan,5,FWD,52,173,57,103,1.6,4,diesel
iEiJKT,10,3230,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
KBeCLp,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
SIxjcV,7,13051,sesan,5,fwd,25,195,56,272,2,4,NA
KCPsOj,17,2503,suv,5,AWD,23,189,68,250,2,4,gasoline
GfhSQW,23,530,sedan,5,FWD,37,184,56,147,2,4,gasoline
JTlZUh,23,580,suv,5,FWD,48,169,63,105,1.6,4,diesel
WaWS1U,9,5923,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
2DgMjI,3,15470,suv,5,AWD,36,161,65,143,2,4,diesel
ifxz0U,16,3556,suv,8,AWD,36,202,69,242,3.3,6,diesel
HJHYoh,12,3958,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
GGCF44,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
D4p0eG,8,5561,suv,5,FWD,31,165,63,147,2,4,gasoline
nmi1BH,13,2873,suv,5,FWD,48,169,63,105,1.6,4,diesel
xzL2cK,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
Zi4fDN,10,8076,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
FzpDhX,11,3097,sedan,5,FWD,31,179,58,160,2,4,flex
0lbLcH,26,1233,suv,8,RWD,19,210,76,440,3.5,6,gasoline
HkCWYv,20,815,suv,5,FWD,31,165,63,147,2,4,gasoline
DvNVdM,16,1623,sedan,5,FWD,37,184,56,147,2,4,gasoline
zBJvQl,8,5005,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
3TT3pe,22,888,suv,5,FWD,43,171,65,118,1.2,3,diesel
ZeCKhi,16,1546,suv,5,FWD,31,165,63,147,2,4,gasoline
nnsY1u,7,17945,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
aQYT2B,12,4252,suv,5,AWD,42,176,63,131,2,4,diesel
WaSYaY,12,9236,suv,8,rwd,31,NA,77,287,6,8,diesel
kgWgiO,15,4445,sedan,5,RWD,23,182,56,320,3,6,gasoline
VujRFR,16,1546,suv,5,FWD,31,165,63,147,2,4,gasoline
pf0YvX,5,10784,sedan,5,FWD,53,184,56,127,2,4,diesel
aBMVEp,18,2133,suv,5,AWD,23,189,68,250,2,4,gasoline
2KhjRW,15,1905,sedan,5,FWD,45,179,58,138,2,4,diesel
E2RAIj,26,390,suv,5,AWD,29,176,63,152,2,4,gasoline
hbBhZ3,5,24264,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
hhXQUs,5,8987,suv,5,FWD,33,169,63,122,1.6,4,gasoline
jKvIat,18,1460,suv,5,FWD,30,171,65,137,1.2,3,gasoline
UWNClL,11,9290,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
rgaxRW,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
FhR2jE,8,6951,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
kzAsOY,6,14550,suv,5,AWD,23,189,68,250,2,4,gasoline
Sjk3xl,5,9885,suv,5,AWD,25,161,65,166,2,4,gasoline
bacuC1,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
gqUnCA,15,2087,suv,5,FWD,45,165,63,127,2,4,diesel
4PmBgi,23,1993,suv,8,RWD,19,210,76,440,3.5,6,gasoline
lDd1jb,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
Ezssfz,9,4975,sedan,5,FWD,37,184,56,147,2,4,gasoline
aGEvYi,28,295,suv,5,FWD,30,171,65,137,1.2,3,gasoline
HKZfqV,21,625,sedan,5,FWD,31,179,58,160,2,4,flex
YInEBi,6,23739,suv,8,RWD,31,205,75,287,6,8,diesel
kUGNld,20,734,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
rUemDd,22,1184,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
LKJXme,19,1005,sedan,5,FWD,37,184,56,147,2,4,gasoline
XCIWQd,18,1403,suv,5,AWD,29,176,63,152,2,4,gasoline
AdEY3R,9,6160,suv,5,FWD,30,171,65,137,1.2,3,gasoline
rjx2xm,6,9572,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
mQMVva,15,1814,suv,5,FWD,31,165,63,147,2,4,gasoline
uD1PnW,20,897,sedan,5,FWD,35,183,57,169,2,4,gasoline
xppyPG,16,2087,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
spsZVC,19,1387,sedan,5,FWD,46,193,57,165,2.5,4,diesel
XtvxEs,10,6259,sedan,5,FWD,46,196,57,166,1.5,4,diesel
hnaXcz,3,38983,suv,8,RWD,29,210,77,329,3.5,6,diesel
QziwYz,7,13051,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
x3V4g3,25,440,suv,5,FWD,28,180,63,158,2,4,gasoline
OBwXic,15,7167,suv,8,RWD,19,210,76,440,3.5,6,gasoline
l1EyJA,3,13613,sedan,5,FWD,35,183,57,169,2,4,gasoline
JHEBds,22,414,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
wnkQDI,21,2188,suv,8,RWD,31,208,77,287,6,8,diesel
WJVpUH,4,20037,suv,5,AWD,23,189,68,250,2,4,gasoline
PsXrRS,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
VyjBhB,10,3634,sedan,5,FWD,49,164,60,95,1.6,4,diesel
bxZ0ZH,4,7382,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
KLIpRI,26,312,suv,5,FWD,33,169,63,122,1.6,4,gasoline
FQgLQk,7,13051,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
ILWry0,16,3092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
1gQ1to,12,6597,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
kwDiCh,21,764,suv,5,AWD,25,161,65,166,2,4,gasoline
jvKAiE,16,2938,suv,5,AWD,23,189,68,250,2,4,gasoline
Wok0Gk,16,3479,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
foUkNh,5,9436,sedan,5,FWD,37,184,56,147,2,4,gasoline
FE0BAa,19,2200,suv,8,AWD,36,202,69,242,3.3,6,diesel
A2IhlD,11,4301,suv,5,AWD,29,176,63,152,2,4,gasoline
aQvwaj,22,2338,suv,8,RWD,19,210,76,440,3.5,6,gasoline
QQarM1,24,494,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
ogwbsc,12,6597,sesan,5,RWD,29,185,55,NA,2,4,gasoline/hybrid
