id,nb.rb,exposure,year
PCdUxO,NB,1,2020
WyBiDU,RB,1,2021
hyjcBo,RB,0.75,2018
OVBHnJ,NB,1,2018
orpeBa,RB,1,2022
otdEjE,RB,0.5,2020
KbJfrn,NB,1,2022
ULGNWF,NB,1,2019
tcwsx0,NB,0.5,2021
DtBkqU,NB,0.8333333333333334,2020
shdmfH,NB,0.5,2022
UVrpUC,RB,0.5,2022
cs3e2r,RB,1,2019
ZuTCb3,NB,1,2022
EhvcoO,NB,0.5,2021
SlKiI3,RB,1,2021
xGA2bP,NB,0.5,2019
aGstMl,RB,0.5,2020
0xajla,RB,1,2020
wPEGgJ,NB,1,2021
gUghTY,NB,0.08333333333333333,2021
cC4Wc4,RB,1,2020
y4WKOH,RB,0.5,2019
xBWFtn,RB,1,2018
yU32bJ,RB,1,2018
E0HoHt,RB,1,2019
CpezjZ,RB,1,2019
hLZErq,RB,0.5,2020
PUtwcP,RB,0.5,2022
421KEM,NB,1,2022
qB4lje,NB,1,2019
UjKIk2,RB,0.16666666666666666,2021
qxQmBI,NB,1,2018
fco3XK,RB,0.5,2018
0stABq,NB,0.8333333333333334,2022
PsnIHR,RB,1,2021
c2UPab,RB,1,2022
FkZWEO,NB,1,2021
sH4WiE,RB,0.4166666666666667,2021
gRXxuh,RB,1,2019
qWsfRL,RB,0.5,2019
lBO0Vi,RB,1,2019
FCgmwH,RB,0.5833333333333334,2020
WbvDI4,NB,1,2022
PjqB3n,RB,1,2019
rNAnSC,NB,0.5,2018
shtwac,NB,1,2022
MCcjmO,NB,0.9166666666666666,2022
C3InBp,NB,1,2021
FmfInH,RB,1,2020
YzesRA,RB,1,2022
sWfGbH,RB,1,2021
sSgs0k,NB,1,2022
JaqcTZ,NB,1,2021
mSEzqL,RB,0.08333333333333333,2021
rsCrCG,RB,0.5,2020
blJxq0,RB,0.5,2022
WrJwue,RB,1,2021
ZbebBp,RB,1,2022
rqfdTp,NB,1,2018
vTZUfz,NB,1,2019
Yycghc,NB,1,2020
0lstCv,RB,0.16666666666666666,2019
Es1XP3,NB,0.5833333333333334,2022
zz2aaw,NB,1,2019
pCMRgt,NB,0.5,2019
ezVg1G,RB,0.08333333333333333,2022
h0u1fd,RB,1,2020
IjxKj3,RB,1,2019
uyfynP,RB,1,2018
lDMN00,NB,0.25,2018
AHZJVl,NB,0.5,2021
wYan1N,NB,0.5,2022
Hc0c4x,NB,1,2019
JnndeX,RB,1,2020
0LHTPB,RB,0.5,2021
cMKnxA,RB,1,2020
zjdJe2,RB,1,2019
G3X0xd,RB,1,2020
PhtIX4,NB,1,2022
WA1h15,RB,1,2022
1Kg2Ei,RB,0.5,2021
1jk3zq,RB,1,2020
fKeFZl,RB,1,2021
wbAXH0,NB,1,2018
mb3SkX,NB,0.4166666666666667,2021
PQ0iQ3,RB,1,2020
tu4UEO,RB,0.5,2020
hg4WGm,NB,0.5,2022
bDsEGu,RB,1,2019
sQJGvc,NB,0.5,2019
iynCPh,NB,0.5,2021
xpAKFc,NB,0.5,2019
ItM1Tn,NB,0.6666666666666666,2019
RnZVk0,NB,0.5,2018
f0ZFsC,NB,0.75,2021
agRUkV,RB,0.16666666666666666,2021
pcYMDk,RB,1,2022
3TsHWx,NB,1,2020
n33O1C,RB,1,2018
JrSGmf,NB,1,2021
WuZwr2,RB,1,2021
GUKRzG,RB,0.3333333333333333,2021
cJE1rV,NB,0.6666666666666666,2018
ucWuNI,RB,1,2021
JBzMdg,RB,0.5,2022
Uf0ucv,RB,1,2021
XT1xIX,RB,1,2022
3ajKit,RB,0.5,2022
iqHlTb,RB,1,2018
FbtQyl,RB,1,2020
SzmROM,RB,1,2022
hRCjWL,RB,0.5,2021
PqVm0R,RB,0.5,2022
L4VdC3,RB,0.5,2021
VxyKtb,RB,0.8333333333333334,2021
ZxXjxc,NB,0.6666666666666666,2021
GBh3Hg,RB,1,2019
MQMgvB,RB,1,2022
OOZFgC,RB,1,2019
gDFOoj,NB,0.5,2020
YvfGWJ,RB,1,2021
fiOjdu,RB,1,2019
PuvJSu,RB,1,2018
GxeDsE,RB,1,2021
TzcGex,NB,1,2020
VYDony,NB,1,2021
MIWafF,NB,1,2021
EVVOuQ,RB,0.5,2019
0AMHWm,RB,1,2022
LTitIX,RB,1,2018
S3rBmI,RB,1,2018
WPcZXs,NB,1,2020
eSrXxZ,RB,1,2018
OwHlaT,RB,1,2019
fPXYiT,RB,1,2022
Sm4SXB,RB,1,2018
JXseQU,RB,1,2021
oFCgTh,NB,1,2022
HUUcr2,RB,1,2020
fw3hqi,NB,1,2021
gKUgnj,NB,0.5,2022
WdeFi4,RB,0.5,2021
wCgQnM,NB,1,2022
AdnEDW,RB,1,2020
lz3UGR,RB,1,2020
lFdLIs,NB,1,2021
3WrrpU,RB,0.5,2021
IIBbaG,RB,1,2022
hUNOmV,RB,1,2018
IBNJ2s,RB,1,2018
13uyVZ,NB,1,2019
H1eyFv,NB,1,2020
FvJMpC,NB,1,2021
GotPur,RB,1,2020
hLKbSi,NB,1,2022
GvJDfw,NB,0.5,2018
3KWBCK,RB,1,2020
CUxZGf,RB,1,2019
GFhRAd,RB,1,2020
hxyuoJ,NB,1,2018
ZZ4sdX,NB,1,2022
rxveWP,RB,1,2022
VQILh4,RB,0.5,2021
jGjqHg,NB,0.75,2018
cErjIt,RB,0.5,2021
CXylTd,RB,1,2020
FPSFSC,RB,0.6666666666666666,2022
PXJ31V,NB,1,2022
kFITOA,RB,1,2018
NFpecU,RB,1,2018
PeDDyA,RB,1,2018
KPCLh4,RB,1,2021
PWfJrQ,RB,1,2021
xWPdmz,RB,1,2022
nyYZUI,RB,1,2019
wk2Hwc,NB,0.25,2021
UBtlcX,RB,0.5,2018
TbN30N,RB,0.3333333333333333,2021
LJiiOF,RB,1,2018
AZbmuK,RB,0.5,2021
0fZoCa,NB,1,2022
qZVkl4,RB,1,2018
YvGiWu,RB,0.75,2020
oNv2Gf,RB,1,2021
h0eQRd,NB,1,2018
0Kvrg3,NB,1,2020
0P3xIh,RB,1,2021
jKGz4B,RB,0.5,2021
blUq1V,NB,1,2021
hLOq0e,NB,1,2018
3OpoMD,RB,1,2018
qhLkuH,NB,0.8333333333333334,2019
kvLHTW,NB,0.5,2018
moIXFT,RB,1,2022
ivVubl,RB,1,2021
0SBmAw,RB,1,2019
2Xnknt,RB,0.5,2021
DzGrzp,RB,0.5,2022
OKsrRc,RB,1,2021
reWAeR,NB,1,2021
wEFUSM,RB,1,2020
uLxjBJ,RB,1,2021
eSYhAw,NB,0.5,2020
PXClfy,NB,1,2019
rfBjOV,RB,0.5,2021
GSpsKu,RB,1,2022
erhCZs,RB,1,2019
nOqkeo,NB,0.5,2022
DDINYK,NB,1,2021
vseHnX,RB,1,2020
ejfPgN,NB,1,2018
sKcNEc,RB,1,2019
SbOKdU,RB,1,2020
BNbAUf,NB,1,2018
UyP3V1,RB,1,2018
AGfMHV,NB,1,2020
4zINEB,RB,1,2019
G0sDky,RB,0.5,2022
KFKnXE,NB,1,2019
mUtRou,RB,1,2019
BfdXXQ,RB,1,2019
cIKw0i,RB,1,2022
GbMypI,RB,1,2021
sPlLda,RB,1,2022
e4Qfyf,NB,0.16666666666666666,2020
LClqqj,RB,0.4166666666666667,2018
xBUzJf,RB,1,2020
zFKBIA,RB,0.5833333333333334,2021
piwSc1,RB,1,2018
llZKEG,RB,1,2022
ZMdSod,RB,0.75,2018
qdCQE3,RB,0.5,2018
SVPPXx,NB,0.5,2021
zknEgJ,NB,1,2020
ugrpdK,NB,1,2019
uHaXEK,NB,0.5833333333333334,2018
nIDhZS,RB,1,2020
HUbKZS,RB,1,2022
tKLRrp,RB,1,2020
J3NtkR,RB,0.25,2022
tpz0v0,RB,0.5,2018
mQZMwn,RB,0.5,2021
XVOhxY,RB,0.5,2019
Sb2r3k,RB,1,2018
Ocucwk,RB,0.5,2018
CGrF45,NB,0.5,2021
K4eoQF,RB,0.3333333333333333,2021
r3AyOI,NB,1,2022
LVMsQt,RB,0.5,2022
JEoHIU,RB,1,2020
orxNPa,NB,1,2019
UbESxn,NB,1,2018
bDtpso,NB,1,2022
ImISMz,RB,1,2021
axMK2L,RB,0.5,2018
AerG3z,NB,1,2019
WmoXo2,RB,0.5,2018
DownCe,NB,1,2021
NHFniM,RB,1,2019
lxlx3H,NB,1,2018
F20mjh,RB,1,2018
Zlvfjk,RB,0.25,2018
3GGZ4l,RB,0.5,2019
jWYToi,RB,0.75,2020
EYDZAj,RB,1,2022
SvPspa,RB,1,2019
IMbOEx,RB,1,2019
oaRlSr,RB,0.5,2019
zDWwLN,RB,0.8333333333333334,2021
GHa0se,RB,1,2018
dU33yr,RB,0.5,2021
pj0ozD,NB,0.5,2022
rdSvyM,RB,1,2021
niPVOR,NB,1,2021
XXWkT3,RB,0.5,2019
vaQrzI,NB,0.5,2022
yBY04R,NB,0.5,2021
VIWpme,RB,0.75,2021
xZJIYp,NB,1,2022
CxZunJ,RB,1,2022
StWMVX,NB,1,2020
uMRvPW,RB,1,2018
tCfFZg,RB,0.8333333333333334,2019
k2kbPI,RB,1,2021
OGZQKy,RB,0.5,2021
JTpczY,RB,0.5,2022
pXQUVz,NB,1,2019
ilQ2fi,RB,0.16666666666666666,2018
ilaoNa,NB,1,2018
MVm3mW,RB,1,2022
aBHMyH,RB,0.5,2021
aHSuRu,NB,0.08333333333333333,2018
i2vlBS,RB,1,2022
AhIvSh,RB,1,2022
NldDEI,RB,0.4166666666666667,2022
fMrkDQ,NB,1,2022
emgPke,RB,1,2022
sXcZIY,NB,1,2019
LNvKFD,NB,1,2020
CLRc1q,RB,0.5,2022
vBzrrN,RB,0.5,2020
e4cAgP,RB,1,2018
YHrfVt,NB,0.25,2022
xm3kiy,RB,0.6666666666666666,2021
VQfTVj,NB,0.5,2018
fq1PT3,RB,1,2018
nSpnig,NB,1,2018
gPTsKO,NB,0.6666666666666666,2021
RgBfir,NB,1,2021
jyZC4K,RB,1,2018
XSdzAu,RB,1,2022
lqemPh,NB,0.5,2021
gUhuLU,NB,0.75,2021
o4bzor,NB,0.5,2018
TNRuPF,RB,1,2020
tzIbon,NB,0.5,2019
eykolO,RB,1,2020
KkMLG1,NB,0.08333333333333333,2021
kN4mKC,RB,0.5,2019
LgtMsZ,RB,1,2021
WzanBN,RB,1,2021
3RuXCy,RB,1,2019
ums1Bt,RB,1,2019
Evyfum,NB,0.5,2019
3pbZ1N,RB,0.5,2018
XmoDzy,RB,1,2018
Rr4vFm,RB,1,2021
PKbgBR,NB,1,2022
ZayjNp,RB,1,2018
ibES0I,RB,0.5,2022
WROXCY,RB,1,2022
tHPe20,RB,0.5,2021
MOqiYC,RB,0.6666666666666666,2020
yKAduH,RB,1,2021
rnMZLK,RB,1,2018
kSeXKV,RB,0.8333333333333334,2020
ye1CsL,RB,1,2022
QsEOeT,RB,0.5,2020
swdnbP,NB,0.5,2020
vXh3o0,RB,1,2018
jzaAx2,RB,1,2022
vGhGNN,RB,0.75,2022
enBaus,RB,1,2022
KZQZoo,RB,1,2022
1dfwaI,RB,0.5,2018
SmWwTy,NB,1,2019
qAvCEX,RB,0.5,2021
xXXShw,NB,1,2018
hRmJTM,RB,1,2020
fPdAKU,RB,1,2020
VGCkLW,RB,0.5,2018
MNyGUT,NB,0.75,2020
SOmDKk,NB,0.9166666666666666,2021
TD1qSs,NB,1,2019
Trtuyr,RB,1,2018
l3CzPx,NB,0.5,2020
rknnbp,RB,0.5,2020
1LURLS,RB,0.08333333333333333,2020
2PyMFa,RB,0.5,2020
jiv4aD,RB,1,2019
ndcQHV,RB,1,2021
p4Jn2k,NB,0.5,2018
PUaSSp,RB,1,2020
OZfvNv,RB,1,2021
nEYZ1i,RB,0.5,2021
sksemL,RB,0.5,2020
Mm1LWB,RB,1,2021
AaQIBl,RB,1,2022
eTpj4o,NB,0.5,2020
1atwuP,RB,1,2019
wNVYuH,RB,0.5,2021
zf3qfA,NB,1,2021
ErBhzg,RB,1,2022
lkxVVf,NB,1,2018
34BQ1K,NB,1,2022
tlMtfu,RB,1,2020
a4rQEV,RB,1,2020
VUFqhb,RB,1,2022
QZTzEQ,RB,1,2021
jwOpc4,NB,0.5,2018
K3xLH0,RB,1,2018
bhm20t,RB,1,2022
WraO4C,RB,1,2019
talcIV,NB,1,2021
LBVHQ4,NB,0.5,2022
FDUhIb,NB,1,2020
GApZdP,RB,1,2019
DfildH,RB,0.16666666666666666,2019
jBVSD3,RB,1,2022
XymaW0,NB,1,2022
qQXVHU,NB,1,2019
aQcBZD,NB,1,2018
Qohuwk,RB,1,2018
LUKVAA,RB,1,2019
jFzV4J,RB,1,2021
TSrCSB,RB,1,2020
pzoGBR,RB,0.5,2022
C0wbI3,NB,1,2019
xagldY,RB,0.5,2022
iNkVGB,NB,1,2019
UpUgtn,NB,1,2021
oKFAMl,NB,0.4166666666666667,2021
W0wZDl,RB,1,2020
x4hEbt,NB,0.3333333333333333,2021
Y4mDNE,NB,0.5,2022
FVaKtj,RB,0.5,2018
BzZEx3,RB,1,2021
AxCMHO,RB,0.5,2022
1dIuJK,RB,1,2019
VpoiMO,RB,1,2021
uvBNCQ,NB,1,2019
GOjBD3,RB,1,2022
XuG2Lb,RB,1,2019
1z2fx0,RB,0.5,2020
zQRUSt,RB,0.16666666666666666,2019
uvLtZr,RB,0.5,2021
tHwCc2,RB,1,2021
gGiBG4,RB,0.5,2018
ZGhOgJ,NB,0.5,2021
ANYSbn,RB,1,2022
gmODOd,RB,0.5,2018
sAOXFM,RB,1,2019
Ec4VhH,NB,0.5,2019
vQy1hX,RB,1,2022
fLXWtA,NB,1,2022
it3hJb,RB,1,2018
nhQ2LG,RB,1,2019
OkKh0f,NB,1,2019
urWpsE,RB,1,2022
X0WDt5,RB,0.5833333333333334,2021
HuMmwp,RB,1,2020
JuhpJn,RB,1,2020
YDrIDQ,RB,1,2020
3KXywM,RB,0.9166666666666666,2021
gCAoof,NB,1,2018
EUkWDI,RB,1,2018
FISDZb,RB,0.4166666666666667,2021
pJYs1o,RB,1,2020
Qe4Hws,NB,1,2019
hmpLP2,RB,1,2018
JtfdIS,RB,1,2021
n3y1pc,RB,1,2019
vRuv1r,NB,0.9166666666666666,2018
n13bkS,RB,1,2020
cy3TfI,RB,1,2021
YGT1Rm,RB,1,2019
Rgp3AB,RB,1,2019
PRqklt,NB,1,2019
KKqkNa,RB,1,2021
WhLQn2,RB,1,2021
EjGvhL,RB,1,2020
ICEdIx,NB,1,2020
zTMchQ,RB,1,2020
PTsBSb,NB,1,2021
qlua2X,RB,0.3333333333333333,2021
hXUDKT,RB,0.75,2022
CmW3cv,RB,1,2022
bQX4Sg,RB,1,2022
Spyems,RB,0.5,2020
nLrO2P,RB,0.5,2022
lWaREM,RB,1,2020
wDoS4m,NB,0.5,2022
BAihCZ,NB,1,2018
Ery0md,RB,1,2021
w3CbC0,RB,1,2021
GLSK0K,NB,0.5833333333333334,2022
Zmy1Su,RB,1,2020
mLQdhj,RB,0.3333333333333333,2019
k0Lvlo,RB,1,2022
3t3MpP,NB,1,2022
qolMBs,RB,1,2020
eeMyVU,RB,0.5,2021
SIVNkK,NB,0.5,2021
WYslph,RB,1,2019
aArkDi,RB,1,2019
WNWrUs,RB,1,2021
rsYiwR,NB,1,2022
XkXubD,NB,0.5,2020
zp22oU,RB,1,2019
odAMkg,RB,0.5,2018
VAEzkw,NB,1,2022
hQ4S10,RB,1,2020
pT3Its,RB,1,2020
3CM0hV,RB,1,2018
lm4245,RB,0.6666666666666666,2022
HGgxiM,RB,1,2022
uO4vTw,RB,0.5,2021
tkRfQj,RB,1,2020
zOBSmh,RB,1,2021
NVpxpp,RB,0.5,2018
tuNz2Y,RB,1,2019
k1bMYZ,RB,0.08333333333333333,2019
NHfpSL,RB,0.5,2018
40qABX,NB,1,2022
o3jkxc,NB,1,2022
Yk1eKd,RB,1,2022
RbwmSl,RB,0.5,2019
RzqJB3,RB,0.5,2019
o2BZ2l,RB,0.5,2018
ghIcjt,RB,0.5,2019
3MUJhF,RB,0.5,2018
u3Mp4N,RB,1,2018
lHLCry,RB,1,2020
MlB2Un,NB,1,2022
icLWBo,RB,1,2020
sFoJda,RB,0.5,2021
cSaYSY,RB,0.5833333333333334,2020
sTMbmE,RB,0.08333333333333333,2018
jngThv,NB,0.5,2022
rkbNk2,RB,1,2018
ZToTph,RB,1,2022
IKtPOI,RB,1,2022
p4nWkS,RB,1,2021
kWfclG,RB,1,2022
E4pZ3p,NB,0.5,2021
yWOjPR,RB,1,2018
2qqmtF,RB,1,2018
nDMT0p,NB,0.5,2022
0qIxNr,RB,1,2018
wklcBm,RB,1,2021
IYzmLE,NB,0.08333333333333333,2021
CyGVY0,RB,1,2021
BcAbpC,RB,0.5,2020
vsNUzT,RB,1,2019
QLFwKG,RB,0.5,2019
PJQJCz,NB,0.5,2020
DfZUQQ,NB,0.5,2022
tkiMkg,RB,1,2020
izoYb2,RB,1,2020
uJsLMe,RB,1,2021
FcZEYe,NB,0.5,2021
Qqfktn,NB,0.5,2019
NmqZgU,RB,1,2021
YQEhed,RB,0.5,2022
vvCVL0,NB,1,2020
fX3Nbl,RB,1,2019
klA4Ur,NB,1,2022
iuVlYO,RB,1,2021
grjvV3,RB,1,2021
uxygv3,RB,1,2018
iHDmYN,NB,1,2020
ev13sy,NB,0.5,2022
mWuFKK,RB,0.5,2021
biHNzq,RB,0.5,2021
XkqDYi,RB,0.5,2022
t0PTrQ,RB,1,2022
v4rvXB,RB,0.16666666666666666,2022
ZWNW3x,RB,1,2019
nZSPMF,RB,0.5,2018
P3LsnO,NB,0.5,2021
CPA1wD,RB,0.5,2018
mRNnUP,NB,1,2021
vt3bza,RB,1,2022
DDpiWe,RB,1,2020
r0xgXF,RB,0.5,2019
ZTb3iF,NB,1,2020
YLUOep,RB,1,2022
SsbbKB,RB,1,2019
vtH2vc,RB,0.5,2020
QFHMsP,RB,1,2021
WZfxg3,NB,0.5,2022
jt3OIc,RB,0.5,2022
FppZmS,RB,1,2019
NomlpT,NB,1,2020
pkqK1Q,RB,0.5,2021
eNSqje,RB,1,2018
IpjsCd,NB,1,2022
Yolgwh,RB,0.5,2021
TTMkO2,RB,1,2018
POi3cQ,RB,0.5,2019
A4GBv4,RB,1,2020
nzUdLn,RB,1,2019
hQhVlF,RB,1,2019
mhsNFh,RB,0.5,2019
sGfwhz,RB,1,2021
0RYiWu,NB,1,2020
mXXBof,RB,1,2020
dRhFcq,RB,1,2022
ooQJRk,NB,1,2020
IyptM2,NB,1,2020
bzVIiB,RB,0.5,2020
ogGsRu,NB,0.6666666666666666,2019
v2MqYy,RB,1,2020
hKR2za,RB,0.5,2022
ebNZwn,RB,0.6666666666666666,2018
yrbBQx,RB,1,2020
Tz1q2d,RB,1,2019
PoM4HU,NB,0.3333333333333333,2022
JwbnLI,RB,1,2019
YDsLju,RB,0.5,2021
Vq0ShZ,RB,0.5,2018
mDVKat,NB,0.5,2019
qyNUEm,RB,1,2018
SSSedz,RB,0.5,2022
KAqKFd,NB,0.5,2020
aVQM2o,RB,1,2019
h3Werq,RB,0.5,2020
de2NNv,RB,1,2022
B2usaX,RB,1,2020
0WqWwh,RB,1,2022
Go0usk,RB,1,2022
jQKHru,NB,1,2022
AqwADA,RB,0.5,2022
apiOdW,RB,1,2021
ejjGYk,NB,1,2020
2wgRzQ,RB,0.5833333333333334,2018
CoOZ3z,RB,1,2022
q0XYgy,RB,1,2019
TvbjRv,NB,0.5,2020
w4onZC,RB,1,2020
wBRfid,NB,1,2021
YOLXsO,RB,1,2019
UVbFPj,RB,0.5,2020
TARA3v,RB,1,2021
exhlfd,RB,1,2018
Iox4sj,NB,0.5,2021
3lw0NP,RB,1,2019
rxZsaf,RB,0.5,2019
l2NPcJ,RB,1,2021
JlDglD,NB,1,2020
vioakx,NB,1,2018
2SbMJc,RB,0.5,2019
XjgJlK,RB,1,2020
eLd0tG,RB,1,2020
C2U4fg,RB,0.3333333333333333,2018
FSv0bZ,RB,1,2018
iO3gzc,NB,0.5,2019
qParMj,RB,1,2018
vgfGlr,NB,1,2020
v4LcII,RB,0.5,2019
TOu3r4,NB,1,2021
0HTyPo,RB,0.6666666666666666,2022
KVxGSL,RB,0.5,2019
bz0WiS,RB,0.5,2018
fJlauy,RB,0.5,2020
Mrgzgl,NB,1,2021
Jp4qCc,RB,1,2022
ZWnYbL,NB,1,2021
nezLAJ,NB,1,2022
DtcsH4,RB,0.5,2022
ceLLUq,RB,0.5,2021
xgNVBZ,NB,1,2022
NsKLhQ,RB,1,2019
XXT0Ab,RB,1,2020
xSDbSG,RB,0.5,2018
DDDFWX,RB,1,2020
NIYmfB,RB,1,2020
OXkGhn,NB,1,2022
jPjmf0,RB,1,2022
yyUZo4,NB,1,2020
WDa2DZ,RB,1,2022
03kIck,RB,0.5,2022
qkNXM3,RB,1,2022
cXsp0n,RB,0.25,2019
iqSDZf,RB,1,2022
Y2J4qg,RB,0.5,2020
PXiuGe,NB,0.5,2020
Zk1azJ,NB,1,2019
uRKThn,RB,1,2018
GtPgkJ,RB,1,2021
QRCCW1,RB,0.75,2021
pMNQ12,NB,1,2021
AfsaLd,RB,1,2018
lQNrNd,NB,1,2018
BLEi4Y,NB,1,2019
mf3hfY,NB,1,2020
LnABKG,NB,0.5,2022
ZspVNm,RB,0.5,2018
BFCKwQ,RB,1,2021
LiwlNr,RB,1,2020
dfCyr0,NB,1,2022
nZpfyw,NB,1,2018
xbrqjx,RB,1,2019
Jk44mh,RB,0.5,2021
ImCbKF,RB,1,2021
fMJiZB,RB,1,2020
vstR3m,RB,1,2022
jW0boB,RB,0.25,2022
DbpevS,RB,1,2020
ljWKKx,RB,1,2019
G2zT1p,NB,1,2018
LkdsCU,RB,1,2019
lAQXcS,NB,0.5,2020
RscRZn,NB,1,2022
eCKYa2,NB,1,2022
kQhJgb,RB,1,2019
h4KEUO,NB,1,2020
oIRgmB,RB,1,2022
djVaYL,RB,1,2021
tsoYNt,RB,0.5,2022
hfBKTq,RB,1,2019
tBjx3K,NB,1,2018
CtvRlw,RB,0.3333333333333333,2018
oZL20Q,NB,0.5,2021
KZURYi,NB,1,2019
gSwvgE,RB,0.5,2021
FqTzff,RB,1,2021
DjpdPJ,NB,1,2018
GADqhb,RB,1,2022
da11Zh,RB,1,2022
v1Ih0S,RB,1,2021
uoeuHG,RB,1,2018
MCpbor,RB,0.5,2022
VJ4HMT,RB,1,2021
RpIDRP,NB,1,2022
yNchEU,NB,0.5,2020
sUch3z,RB,1,2020
MinecM,RB,1,2018
mykjAM,NB,0.3333333333333333,2020
gMomia,RB,1,2020
tbMeO2,RB,1,2018
MgySR3,RB,1,2021
MnBv0B,RB,1,2019
ROTQyK,RB,0.75,2020
qZaBbf,RB,1,2021
h4weXw,RB,1,2020
nqOtlB,RB,1,2020
xZ33rb,RB,0.5,2020
SZFauK,RB,0.9166666666666666,2021
aYbJxQ,NB,0.5,2020
uzzsAE,RB,1,2020
A3ulvl,NB,1,2020
JMP1CN,RB,0.5,2021
KQgF1s,NB,1,2020
XFkDwq,RB,1,2018
ycU4uQ,RB,0.5,2019
0xist1,RB,0.25,2022
vhQnwf,NB,0.5,2021
2mnIwm,RB,1,2020
wczNng,RB,0.5,2021
FrXUkX,RB,1,2019
v1Vx1C,RB,0.9166666666666666,2019
dooZZd,NB,1,2022
Erfv0q,NB,1,2022
h4BZzA,RB,0.5,2019
zPS213,RB,0.5,2020
FPUUhj,RB,1,2022
XRDIDZ,RB,1,2020
VckkTU,RB,0.5,2019
Bys3IW,RB,1,2021
voThHo,NB,1,2022
tDs2b3,NB,1,2018
qyzb4G,RB,0.5,2018
lfkxjG,RB,1,2020
i0QSBK,RB,1,2019
04eTTk,RB,0.5,2022
dzlUSQ,NB,1,2021
i1v2iR,RB,0.5,2021
trewna,NB,1,2021
K3ukQw,RB,1,2020
1Hlsyd,RB,0.5833333333333334,2022
tal0Iu,RB,1,2021
HPtqhL,RB,0.5,2022
1OBofl,NB,1,2021
JXBLe4,RB,1,2022
F2RQNw,RB,0.5,2022
knBbTv,RB,1,2020
ZbwXdM,NB,0.5,2020
bjdlF1,RB,1,2022
QvljTJ,RB,1,2022
pkKFdf,RB,1,2021
m3bEsg,NB,1,2019
A4LGvW,RB,0.5,2022
PZPaHv,RB,0.5,2021
LfhIP1,RB,0.08333333333333333,2018
YbJDBL,RB,1,2020
HEYjUl,NB,1,2022
s1nRar,NB,0.5,2018
rc2kse,RB,1,2018
pVWKjl,RB,0.5,2019
pVvcEV,RB,0.5,2020
glwlok,RB,1,2020
CVfQrF,RB,1,2022
jWlMfK,RB,1,2019
pF4sXa,RB,1,2022
leDg2p,RB,0.9166666666666666,2020
ZDYPgP,NB,1,2018
vkEmBQ,NB,1,2019
ubbOWu,NB,1,2020
pRpPw3,RB,1,2020
JGTZia,NB,1,2020
homkyu,RB,1,2018
fjaPXa,RB,1,2021
oY2wJz,RB,0.5,2018
spwoFe,NB,1,2018
EwvmtR,RB,1,2021
3Euy32,RB,1,2018
mDCI1a,RB,1,2021
MBHGiU,NB,1,2021
FjRaaU,RB,1,2022
XxMVRn,RB,1,2022
aPVuID,RB,1,2022
fv1pbu,RB,1,2019
10ony0,RB,1,2020
aEwYaK,RB,1,2022
WuYjr4,RB,1,2022
bzi0CG,RB,1,2022
gWamAa,RB,1,2021
GKXXJs,NB,1,2021
KiAYwD,RB,0.5,2020
tpzdbJ,RB,0.3333333333333333,2022
QYBlf3,NB,0.8333333333333334,2020
duIRiu,RB,1,2020
H4iEKI,RB,1,2022
m0iuiv,RB,1,2021
djGUKq,RB,1,2022
NDo4wL,RB,1,2022
H1AKRk,NB,0.8333333333333334,2018
fEdLRZ,RB,0.16666666666666666,2018
1buzEN,RB,1,2022
oNsZlL,RB,1,2022
o1YGtm,RB,0.5833333333333334,2020
jnRN2L,RB,1,2019
THTmsY,NB,0.8333333333333334,2020
wkwUVC,RB,1,2018
iLy43b,RB,0.5,2021
OCzqxb,RB,0.5,2019
muXDbA,RB,0.5,2020
PdFexS,RB,0.5,2019
DIvKyU,NB,1,2022
shOXSi,RB,0.5,2020
xFxtil,NB,1,2020
VkwHPw,RB,1,2018
FbBlhD,RB,1,2022
4gdDvC,RB,0.5,2022
fKlw0O,RB,1,2021
DKNHHI,RB,0.5,2022
MTxQqx,RB,0.4166666666666667,2018
sqDDus,RB,0.5,2018
JteLJH,NB,1,2021
CDeRta,RB,1,2020
wlk2Ty,RB,1,2021
jPUEVL,RB,0.8333333333333334,2022
yigv3B,RB,1,2021
cTiTsm,RB,0.08333333333333333,2019
dLGZlT,NB,0.5,2022
aATqQW,RB,0.5,2019
ApCWRO,NB,1,2021
2IEOuk,RB,1,2022
dQcHfY,RB,0.5,2021
hwUhY5,RB,1,2021
PrW4fu,RB,1,2018
agIvpg,NB,1,2019
PwNTE0,NB,0.5,2022
JL2WXc,RB,0.5,2022
yqGJHw,RB,0.5,2019
cD0yEQ,RB,1,2021
kIKZG0,NB,1,2019
OfYqLv,RB,1,2019
ZSUArQ,RB,0.5,2021
IgXpdO,RB,0.8333333333333334,2021
ZVklUo,NB,1,2022
QThjoE,RB,1,2020
OJGdMs,NB,1,2021
kijDVD,RB,1,2021
XBwZgK,RB,1,2022
IdkphS,RB,1,2019
idISAk,RB,1,2022
LgbRcS,RB,1,2022
3AgEJy,RB,0.5,2022
YALXSW,RB,0.5,2020
mDwcIp,NB,1,2021
MLViyO,RB,1,2021
tzQRfK,NB,0.5,2022
0PgPY4,RB,1,2022
eTSSxu,NB,1,2020
E0I0pZ,RB,0.5,2022
y00fZt,RB,1,2021
bp2jzw,RB,1,2019
nkyGtG,NB,1,2020
1V2hff,RB,0.5,2022
Mh3HYv,RB,1,2022
