id,age,gender,marital.status,yrs.licensed,region
tHPe20,35,M,Divorced,16,B
MOqiYC,23,M,Single,5,I
yKAduH,23,F,Single,6,A
rnMZLK,48,M,Married,25,A
kSeXKV,73,M,Married,32,D
ye1CsL,65,F,Separated,40,C
QsEOeT,50,M,Married,20,C
swdnbP,53,M,Widowed,27,G
vXh3o0,59,M,Married,26,E
jzaAx2,72,F,Divorced,47,A
vGhGNN,19,F,Single,2,B
enBaus,27,M,Single,7,A
KZQZoo,36,F,Married,10,N
1dfwaI,70,F,Married,46,I
SmWwTy,47,F,Married,30,F
qAvCEX,31,M,Married,13,C
xXXShw,30,M,Married,11,D
hRmJTM,37,F,Married,18,E
fPdAKU,38,M,Married,17,F
VGCkLW,34,M,Single,12,D
MNyGUT,58,F,Widowed,27,C
SOmDKk,54,M,Married,24,C
TD1qSs,20,M,Single,3,F
Trtuyr,34,F,Single,16,C
l3CzPx,28,F,Married,6,C
rknnbp,54,F,Divorced,26,A
1LURLS,46,M,Married,23,C
2PyMFa,77,F,Single,49,A
jiv4aD,31,M,Widowed,8,A
ndcQHV,55,M,Widowed,24,A
p4Jn2k,53,M,Married,23,A
PUaSSp,58,F,Widowed,37,F
OZfvNv,23,M,Married,3,B
nEYZ1i,61,M,Single,33,F
sksemL,40,M,Married,17,B
Mm1LWB,66,M,Married,48,B
AaQIBl,28,M,Married,9,F
eTpj4o,60,M,Married,43,E
1atwuP,38,M,Widowed,8,I
wNVYuH,43,F,Married,9,F
zf3qfA,27,M,Separated,11,G
ErBhzg,41,M,Married,22,F
lkxVVf,56,M,Widowed,28,F
34BQ1K,55,F,Single,23,B
tlMtfu,26,M,Married,8,A
a4rQEV,36,F,Married,13,C
VUFqhb,54,F,Married,17,B
QZTzEQ,39,M,Married,17,J
jwOpc4,28,M,Single,6,E
K3xLH0,62,M,Married,42,D
bhm20t,45,F,Married,16,E
WraO4C,31,F,Married,14,M
talcIV,28,F,Single,11,A
LBVHQ4,53,F,Widowed,30,H
FDUhIb,53,M,Separated,29,D
GApZdP,40,M,Married,19,G
DfildH,62,F,Separated,35,F
jBVSD3,33,F,Married,12,A
XymaW0,51,F,Married,20,D
qQXVHU,26,M,Married,2,A
aQcBZD,43,F,Married,16,C
Qohuwk,83,M,Married,42,A
LUKVAA,36,M,Married,14,D
jFzV4J,57,F,Divorced,26,G
TSrCSB,39,F,Single,17,H
pzoGBR,64,M,Married,43,E
C0wbI3,40,F,Single,18,H
xagldY,37,M,Divorced,19,E
iNkVGB,42,F,Divorced,18,E
UpUgtn,32,M,Married,11,H
oKFAMl,27,F,Married,8,F
W0wZDl,27,F,Married,10,D
x4hEbt,44,M,Widowed,18,B
Y4mDNE,21,M,Single,3,D
FVaKtj,33,M,Married,13,D
BzZEx3,42,M,Married,17,A
AxCMHO,43,F,Single,16,K
1dIuJK,71,F,Married,32,E
VpoiMO,18,F,Single,1,A
uvBNCQ,31,F,Married,13,A
GOjBD3,49,M,Divorced,24,G
XuG2Lb,72,F,Single,49,C
1z2fx0,42,F,Single,17,A
zQRUSt,56,M,Married,30,B
uvLtZr,53,F,Married,30,A
tHwCc2,54,F,Separated,31,D
gGiBG4,31,M,Married,12,B
ZGhOgJ,44,M,Married,17,C
ANYSbn,59,F,Divorced,38,A
gmODOd,24,F,NA,6,I
sAOXFM,27,F,Married,6,C
Ec4VhH,43,M,Widowed,24,A
vQy1hX,42,M,Married,23,A
fLXWtA,42,F,Divorced,20,G
it3hJb,65,F,Married,33,G
nhQ2LG,41,F,Married,16,A
OkKh0f,71,M,Married,44,D
urWpsE,28,M,Married,12,G
X0WDte,46,m,Divorce,NA,B
HuMmwp,28,F,Single,7,A
JuhpJn,39,M,Single,17,B
YDrIDQ,29,F,Married,10,G
3KXywM,36,F,Married,10,B
gCAoof,33,F,Single,11,E
EUkWDI,32,F,Single,9,A
FISDZb,78,M,Divorced,59,C
pJYs1o,43,M,Single,18,B
Qe4Hws,35,F,Widowed,6,A
hmpLP2,67,M,Married,46,C
JtfdIS,30,M,Single,6,C
n3y1pc,29,F,Single,9,C
vRuv1r,32,M,Married,12,D
n13bkS,62,M,Married,40,F
cy3TfI,35,F,Married,8,F
YGT1Rm,78,F,Single,57,A
Rgp3AB,51,F,Divorced,28,J
PRqklt,42,F,Married,24,M
KKqkNa,36,F,Widowed,17,D
WhLQn2,64,F,Married,47,D
EjGvhL,59,M,Married,31,G
ICEdIx,76,F,Married,43,E
zTMchQ,66,M,Married,45,C
PTsBSb,71,F,Divorced,31,A
qlua2X,37,M,Divorced,13,I
hXUDKT,36,M,Widowed,12,C
CmW3cv,75,M,Married,49,A
bQX4Sg,31,M,Married,15,A
Spyems,48,M,Separated,22,B
nLrO2P,67,F,Widowed,25,B
lWaREM,33,F,Single,15,A
wDoS4m,83,F,Married,62,E
BAihCZ,48,M,Single,13,F
Ery0md,57,M,Married,37,B
w3CbC0,33,F,Married,13,A
GLSK0K,51,F,Married,30,J
Zmy1Su,50,M,Married,20,F
mLQdhj,58,F,Married,32,D
k0Lvlo,63,F,Married,41,B
3t3MpP,43,M,Single,19,H
qolMBs,48,M,Married,16,E
eeMyVU,54,F,Married,14,I
SIVNkK,88,M,Widowed,66,E
WYslph,62,F,Married,41,E
aArkDi,31,M,Married,12,B
WNWrUs,54,F,Married,36,D
rsYiwR,35,F,Divorced,17,D
XkXubD,41,M,Married,15,B
zp22oU,33,M,Married,15,D
odAMkg,50,M,Married,28,F
VAEzkw,44,F,Married,16,E
hQ4S10,38,F,Married,14,I
pT3Its,51,M,Married,30,K
3CM0hV,33,F,Married,15,J
lm424r,60,m,Widowed,24,A
HGgxiM,66,F,Married,24,A
uO4vTw,32,f,Single,15,E
tkRfQj,41,F,Widowed,20,F
zOBSmh,41,M,Married,21,B
NVpxpp,43,F,Married,16,C
tuNz2Y,48,M,Married,28,B
k1bMYZ,38,M,Married,17,B
NHfpSL,38,F,Single,21,H
40qABX,20,M,Single,3,G
o3jkxc,35,M,Married,10,A
Yk1eKd,52,M,Married,25,E
RbwmSl,42,M,Widowed,20,A
RzqJB3,56,F,Married,36,C
o2BZ2l,33,F,Single,15,A
ghIcjt,64,M,Married,46,E
3MUJhF,49,M,Married,17,B
u3Mp4N,50,F,Divorced,30,C
lHLCry,62,F,Single,34,A
MlB2Un,34,F,Widowed,13,A
icLWBo,37,F,Married,12,F
sFoJda,36,F,Divorced,11,F
cSaYSY,66,M,Single,40,K
sTMbmE,61,M,Widowed,42,A
jngThv,18,M,Married,1,E
rkbNk2,55,M,Married,30,F
ZToTph,40,F,Widowed,17,A
IKtPOI,29,M,Divorced,10,E
p4nWkS,46,M,Divorced,21,A
kWfclG,61,M,Married,40,B
E4pZ3p,22,F,Single,3,B
yWOjPR,43,M,Married,24,H
2qqmtF,54,F,Married,36,B
nDMT0p,39,F,Divorced,12,H
0qIxNr,26,M,Widowed,6,G
wklcBm,39,M,Married,17,C
IYzmLE,43,F,Widowed,18,A
CyGVY0,23,M,Single,6,D
BcAbpC,17,F,Single,1,J
vsNUzT,65,F,Single,33,F
QLFwKG,51,M,Married,21,A
PJQJCz,22,M,Single,5,G
DfZUQQ,72,M,Married,48,B
tkiMkg,52,F,Married,21,B
izoYb2,22,M,Single,5,B
uJsLMe,47,M,Divorced,23,I
FcZEYe,56,F,Single,27,A
Qqfktn,38,M,Married,14,C
NmqZgU,62,M,Single,27,A
YQEhed,51,M,Married,32,E
vvCVL0,30,M,Divorced,10,C
fX3Nbl,54,M,Married,34,A
klA4Ur,52,M,Married,19,C
iuVlYO,37,M,Married,15,F
grjvV3,45,M,Widowed,22,B
uxygv3,44,F,Married,20,D
iHDmYN,75,M,Married,36,B
ev13sy,57,M,Divorced,34,K
mWuFKK,60,M,Divorced,36,C
biHNzq,38,M,Widowed,14,E
XkqDYi,29,F,Single,10,B
t0PTrQ,38,F,Married,20,A
v4rvXB,26,F,Married,8,B
ZWNW3x,49,F,Single,28,E
nZSPMF,66,F,Divorced,47,F
P3LsnO,51,M,Married,25,A
CPA1wD,41,M,Married,20,B
mRNnUP,54,M,Married,27,F
vt3bza,76,F,Married,58,C
DDpiWe,29,F,Married,9,D
r0xgXF,63,F,Married,44,D
ZTb3iF,43,F,Married,12,E
YLUOep,53,F,Married,22,A
SsbbKB,33,M,Married,12,E
vtH2vc,43,M,Divorced,9,D
QFHMsP,26,M,Single,9,D
WZfxg3,37,M,Married,12,A
jt3OIc,37,M,Single,7,E
FppZmS,51,M,Married,32,C
NomlpT,66,M,Married,35,E
pkqK1Q,54,F,Divorced,32,A
eNSqje,32,M,Single,12,A
IpjsCd,78,M,Single,53,A
Yolgwh,42,F,Widowed,16,D
TTMkO2,60,F,Married,35,A
POi3cQ,49,M,Divorced,22,A
A4GBv4,42,F,Widowed,24,H
nzUdLn,32,M,Single,14,C
hQhVlF,58,F,Divorced,39,B
mhsNFh,51,M,Married,29,B
sGfwhz,46,M,Married,23,E
0RYiWu,54,F,Divorced,32,A
mXXBof,49,M,Widowed,15,E
dRhFcq,57,F,Separated,34,I
ooQJRk,30,F,Single,12,B
IyptM2,22,F,Married,4,A
bzVIiB,28,F,Married,5,A
ogGsRu,37,M,Married,13,A
v2MqYy,25,M,Married,7,A
hKR2za,42,M,Single,24,E
ebNZwn,50,F,Widowed,22,J
yrbBQx,60,M,Married,35,G
Tz1q2d,36,M,Divorced,12,D
PoM4HU,50,M,Married,27,G
JwbnLI,25,M,Married,8,F
YDsLju,25,M,Married,7,C
Vq0ShZ,43,M,Married,18,G
mDVKat,34,M,Married,13,B
qyNUEm,52,M,Married,18,C
SSSedz,46,F,Divorced,25,A
KAqKFd,39,M,Divorced,13,A
aVQM2o,30,F,Married,9,A
h3Werq,27,M,Married,9,E
de2NNv,53,F,Married,30,E
B2usaX,56,F,Married,25,A
0WqWwh,51,F,Widowed,17,D
Go0usk,37,M,Widowed,20,B
jQKHru,25,F,Married,7,B
AqwADA,32,F,Single,12,C
apiOdW,51,F,Married,34,A
ejjGYk,62,F,Married,31,H
2wgRzQ,60,F,Widowed,36,A
CoOZ3z,66,M,Married,39,D
q0XYgy,68,M,Divorced,42,F
TvbjRv,23,M,Single,6,F
w4onZC,43,M,Single,10,D
wBRfid,72,M,Married,43,A
YOLXsO,32,M,Single,8,J
UVbFPj,53,M,Married,26,A
TARA3v,24,M,Single,6,B
exhlfd,62,F,Married,37,G
Iox4sj,29,M,Married,7,E
3lw0NP,21,M,Single,2,B
rxZsaf,50,F,Married,30,E
l2NPcJ,62,F,Married,40,A
JlDglD,48,F,Single,13,E
vioakx,64,F,Married,40,E
2SbMJc,53,M,Single,20,A
XjgJlK,20,F,Married,3,A
eLd0tG,38,F,Single,21,B
C2U4fg,59,F,Married,37,G
FSv0bZ,24,M,Single,7,J
iO3gzc,18,M,Single,1,A
qParMj,65,F,Married,23,H
vgfGlr,25,F,Married,8,B
v4LcII,27,f,Married,8,J
TOu3r4,60,F,Married,38,J
0HTyPo,56,M,Single,37,F
KVxGSL,44,F,Married,21,B
bz0WiS,36,M,Single,12,A
fJlauy,38,M,Single,13,G
Mrgzgl,51,M,Single,14,A
Jp4qCc,48,M,Married,28,E
ZWnYbL,57,F,Married,29,A
nezLAJ,31,F,Single,12,I
DtcsH4,53,M,Married,23,J
ceLLUq,47,M,Single,22,J
xgNVBZ,24,M,Separated,6,G
NsKLhQ,57,F,Single,36,A
XXT0Ab,30,F,Married,13,A
xSDbSG,26,F,Single,7,J
DDDFWX,60,F,Married,33,E
NIYmfB,36,M,Married,17,I
OXkGhn,77,M,Married,57,G
jPjmf0,71,M,Married,41,B
yyUZo4,29,M,Single,12,B
WDa2DZ,52,F,Married,23,A
03kIck,54,F,Married,22,D
qkNXM3,42,M,Married,21,B
cXsp0n,22,M,Married,5,C
iqSDZf,50,M,Divorced,25,C
Y2J4qg,41,F,Married,14,H
PXiuGe,27,F,Separated,7,B
Zk1azJ,51,M,Divorced,14,A
uRKThn,53,M,Divorced,16,J
GtPgkJ,61,M,Divorced,30,A
QRCCW1,47,F,Married,21,F
pMNQ12,37,M,Married,12,A
AfsaLd,56,F,Married,27,I
lQNrNd,53,F,Single,25,C
BLEi4Y,55,F,Divorced,37,F
mf3hfY,63,F,Married,26,F
LnABKG,51,F,Married,17,L
ZspVNm,45,M,Married,25,F
BFCKwQ,21,F,Single,3,A
LiwlNr,58,F,Married,42,D
dfCyr0,56,M,Married,16,F
nZpfyw,46,F,Divorced,20,D
xbrqjx,30,M,Married,13,D
Jk44mh,36,M,Married,15,F
ImCbKF,26,M,Married,9,D
fMJiZB,31,F,Single,9,A
vstR3m,42,F,Single,18,L
jW0boB,36,F,Widowed,13,G
DbpevS,34,F,Single,12,D
ljWKKx,23,m,Single,6,B
G2zT1p,30,F,Married,7,G
LkdsCU,55,F,Divorced,17,H
lAQXcS,49,F,Married,28,H
RscRZn,35,M,Married,12,D
eCKYa2,56,M,Widowed,33,B
kQhJgb,52,M,Married,34,A
h4KEUO,39,F,Widowed,14,B
oIRgmB,43,M,Married,15,D
djVaYL,30,F,Married,7,F
tsoYNt,50,F,Married,28,A
hfBKTq,36,M,Married,10,I
tBjx3K,52,F,Separated,29,C
CtvRlw,68,M,Divorced,43,F
oZL20Q,32,F,Single,10,B
KZURYi,66,F,Married,48,A
gSwvgE,57,M,Separated,29,A
FqTzff,53,M,Widowed,21,B
DjpdPJ,49,M,Single,27,F
GADqhb,54,M,Divorced,35,F
da11Zh,27,F,Married,10,E
v1Ih0S,46,F,Widowed,27,G
uoeuHG,40,M,Single,18,C
MCpbor,36,F,Divorced,15,A
VJ4HMT,61,M,Married,40,C
RpIDRP,30,F,Single,13,B
yNchEU,35,M,Married,13,A
sUch3z,55,M,Divorced,36,D
MinecM,33,M,Single,17,B
mykjAM,36,M,Single,17,A
gMomia,60,F,Married,21,D
tbMeO2,48,M,Married,24,C
MgySR3,56,F,Separated,23,D
MnBv0B,54,M,Married,24,B
ROTQyK,43,M,Married,25,D
qZaBbf,24,M,Single,7,F
h4weXw,35,F,Married,16,D
nqOtlB,53,M,Widowed,26,B
xZ33rb,52,F,Widowed,22,C
SZFauK,66,M,Married,45,C
aYbJxQ,34,M,Divorced,16,F
uzzsAE,49,F,Married,28,E
A3ulvl,45,F,Widowed,23,I
JMP1CN,43,M,Married,23,B
KQgF1s,26,M,Single,6,B
XFkDwq,53,F,Married,34,E
ycU4uQ,58,M,Widowed,30,K
0xist1,41,M,Married,18,C
vhQnwf,29,F,Single,9,C
2mnIwm,39,M,Married,12,B
wczNng,40,M,Married,22,A
FrXUkX,41,M,Married,18,G
v1Vx1C,39,F,Single,7,C
dooZZd,63,M,Married,37,A
Erfv0q,27,F,Single,8,A
h4BZzA,32,M,Single,12,C
zPS213,46,M,Single,18,A
FPUUhj,27,F,Married,7,E
XRDIDZ,19,F,Married,2,A
VckkTU,29,F,Single,9,B
Bys3IW,20,M,Single,3,B
voThHo,27,M,Single,9,C
tDs2b3,44,F,Married,19,A
qyzb4G,39,F,Single,15,K
lfkxjG,39,M,Single,21,A
i0QSBK,23,F,Single,3,F
04eTTk,39,F,Married,19,B
dzlUSQ,48,F,Divorced,13,E
i1v2iR,26,M,Widowed,8,G
trewna,58,M,Widowed,37,E
K3ukQw,38,M,Married,13,A
1Hlsyd,20,F,Single,4,H
tal0Iu,30,M,Married,9,C
HPtqhL,66,F,Single,36,E
1OBofl,60,F,Single,32,F
JXBLe4,27,M,Married,11,D
F2RQNw,48,F,Single,22,E
knBbTv,39,M,Married,22,A
ZbwXdM,32,F,Separated,13,G
bjdlF1,66,M,Widowed,38,F
QvljTJ,63,F,Married,37,A
pkKFdf,39,M,Single,11,H
m3bEsg,33,F,Separated,11,D
A4LGvW,56,F,Single,37,L
PZPaHv,47,M,Married,27,E
LfhIP1,52,M,Divorced,33,E
YbJDBL,70,M,Married,39,F
HEYjUl,33,M,Single,9,A
s1nRar,23,M,Single,2,A
rc2kse,44,M,Married,15,D
pVWKjl,66,F,Married,36,B
pVvcEV,48,M,Widowed,24,F
glwlok,44,M,Single,19,G
CVfQrF,50,M,Married,29,I
jWlMfK,29,M,Single,10,E
pF4sXa,41,F,Married,14,A
leDg2p,47,F,Married,22,H
ZDYPgP,41,M,Divorced,17,A
vkEmBQ,45,F,Married,18,A
ubbOWu,36,M,Married,17,C
pRpPw3,42,F,Divorced,16,A
JGTZia,60,F,Married,29,F
homkyu,31,F,Single,10,G
fjaPXa,17,M,Single,1,B
oY2wJz,40,M,Single,23,A
spwoFe,35,F,Married,17,H
EwvmtR,38,F,Married,12,D
3Euy32,38,M,Widowed,15,A
mDCI1a,52,F,Married,20,B
MBHGiU,50,M,Divorced,23,C
FjRaaU,30,F,Married,12,I
XxMVRn,36,M,Married,19,C
aPVuID,40,M,Widowed,12,L
fv1pbu,55,F,Widowed,32,C
10ony0,36,F,Divorced,16,A
aEwYaK,38,M,Married,16,C
WuYjr4,66,F,Married,44,A
bzi0CG,24,F,Single,7,C
gWamAa,65,F,Married,39,A
GKXXJs,47,F,Married,23,A
KiAYwD,17,M,Single,1,C
tpzdbJ,56,F,Widowed,34,A
QYBlf3,57,M,Divorced,25,A
duIRiu,62,F,Widowed,36,D
H4iEKI,49,M,Single,25,D
m0iuiv,27,F,Married,11,A
djGUKq,53,F,Married,20,B
NDo4wL,49,M,Married,NA,G
H1AKRk,54,M,Single,20,F
fEdLRZ,44,F,Divorced,23,D
1buzEN,43,F,Widowed,24,A
oNsZlL,40,F,Divorced,20,E
o1YGtm,71,F,Widowed,30,C
jnRN2L,47,M,Widowed,17,E
THTmsY,40,M,Single,15,A
wkwUVC,24,M,Single,5,C
iLy43b,48,F,Married,23,A
OCzqxb,31,M,Widowed,10,L
muXDbA,40,F,Married,20,L
PdFexS,52,F,Single,21,H
DIvKyU,84,M,Widowed,66,F
shOXSi,43,F,Married,11,J
xFxtil,30,M,Married,12,E
VkwHPw,51,F,Married,17,A
FbBlhD,36,M,Married,16,B
4gdDvC,32,F,Single,11,G
fKlw0O,37,F,Divorced,16,A
DKNHHI,78,M,Single,55,C
MTxQqx,39,M,Married,21,C
sqDDus,41,M,Married,22,G
JteLJH,21,F,Single,4,L
CDeRta,38,F,Single,16,B
wlk2Ty,55,M,Married,20,A
jPUEVL,30,F,Married,9,C
yigv3B,33,M,Married,9,B
cTiTsm,25,F,Married,6,A
dLGZlT,74,M,Married,41,A
aATqQW,31,M,Single,14,D
ApCWRO,32,F,Divorced,15,E
2IEOuk,35,F,Married,5,A
dQcHfY,53,M,Married,22,B
hwUhY6,26,m,Married,9,H
PrW4fu,76,F,Married,60,K
agIvpg,30,F,Divorced,10,A
PwNTE0,54,M,Widowed,19,D
JL2WXc,66,F,Married,27,D
yqGJHw,24,M,Single,8,C
cD0yEQ,43,F,Widowed,17,B
kIKZG0,41,F,Married,21,H
OfYqLv,45,F,Widowed,21,C
ZSUArQ,41,F,Single,19,B
IgXpdO,53,F,Single,31,B
ZVklUo,82,M,Married,51,D
QThjoE,66,F,Single,45,D
OJGdMs,32,F,Married,11,L
kijDVD,41,M,Single,21,C
XBwZgK,44,M,Married,23,B
IdkphS,30,M,Widowed,11,A
idISAk,31,F,Single,10,A
LgbRcS,41,F,Single,10,H
3AgEJy,23,F,Married,4,C
YALXSW,42,F,Married,8,C
mDwcIp,26,F,Single,7,E
MLViyO,57,F,Married,34,F
tzQRfK,58,M,Single,36,K
0PgPY4,75,F,Single,42,A
eTSSxu,24,F,Single,7,E
E0I0pZ,29,M,Single,8,C
y00fZt,64,F,Single,36,E
bp2jzw,45,M,Married,19,H
nkyGtG,41,M,Widowed,22,B
1V2hff,58,F,Divorced,37,C
Mh3HYv,60,M,Single,15,D
dN2Z4K,44,F,Married,19,F
xOgOVL,60,F,Widowed,43,C
YqpU33,19,F,Single,2,E
2Neev4,47,F,Married,20,A
j3NJt3,41,F,Widowed,12,G
OJQKN0,38,M,Single,12,A
dD4Nbx,50,F,Married,24,A
vZKqme,33,M,Single,9,A
BM1mOt,43,M,Married,20,H
JmWTZi,71,F,Married,50,A
00aBYP,54,M,Single,32,B
p4vGjF,42,M,Single,20,B
SnikIe,30,M,Single,12,C
LEWicj,65,F,Separated,32,C
ZIvasn,19,M,Single,3,D
uqTNDx,44,F,Married,25,B
IhR22L,35,F,Married,7,D
vK2Cjy,41,M,Single,10,A
VDBnAL,60,M,Married,40,A
FW3vnP,36,F,Married,9,C
L4RZxz,46,M,Divorced,24,G
Bi2imW,40,F,Married,15,A
ygWbVT,57,F,Married,36,H
CwlFvb,37,M,Divorced,10,E
3OcAXp,30,F,Married,9,B
WVD0nB,70,F,Widowed,37,A
HnnRI3,51,M,Married,15,G
xRWZWT,34,F,Married,9,D
TGnaZs,70,F,Married,45,A
iSdvm1,30,M,Married,11,G
hU0MAo,30,F,Separated,10,F
RbdOL0,51,M,Divorced,18,E
ThoXWp,32,F,Married,8,D
B4axMZ,51,F,Widowed,31,A
iEnMeZ,36,M,Married,13,D
Uc40Eo,56,M,Married,35,E
zpazaa,75,F,Married,47,C
JtOpPK,36,F,Married,16,J
NmLZlN,78,F,Married,46,A
oRQKGr,30,F,Married,12,A
pBdzBG,48,M,Widowed,14,E
M4jiOk,34,M,Separated,12,A
sAiJEo,25,F,Divorced,7,A
CM3TKc,43,M,Married,19,E
KNiTLU,43,F,Single,15,F
EApNmT,25,M,Married,7,E
ilByoz,51,M,Married,28,A
VlIzkJ,33,M,Divorced,10,H
PjukWO,22,M,Single,6,A
TFqiby,28,M,Widowed,9,D
tZN1oT,28,F,Divorced,10,D
av1Tdd,66,M,Married,45,E
YuRTcX,46,F,Married,23,H
0AU2ev,42,F,Married,21,A
aVUijK,18,F,Single,2,A
hYLbyd,64,M,Single,45,F
M2xFEP,29,F,Single,9,D
VzIsnJ,36,F,Single,10,C
pvglEN,50,M,Single,18,N
ucLnKN,54,F,Widowed,28,E
PiEmhi,22,F,Single,5,D
GwW1j2,32,F,Single,10,I
LkQs0B,84,M,Married,62,C
WKEvEW,80,M,Married,61,E
litlBd,29,M,Single,9,B
LV2Mcf,29,F,Single,7,A
D1JEko,23,F,Single,4,K
3aFMyp,35,M,Divorced,10,G
K42dgM,53,M,Married,24,J
42kwR2,74,F,Married,43,A
2hjOsw,31,F,Married,12,D
riOFll,25,F,Single,6,A
BPFmHG,61,F,Single,36,A
tjinZ0,34,M,Single,16,H
TQ2xAh,31,M,Married,14,A
SUvjsB,29,M,Married,10,D
WpW24Z,31,F,Single,14,H
kmSJOk,42,M,Married,18,C
NcAuTB,50,M,Married,29,A
jOjmUB,60,F,Married,35,F
GsBHu3,41,M,Single,16,A
HMurvw,30,F,Married,11,H
QpjgKq,45,F,Married,19,E
RbRyc1,55,m,Married,30,C
cXmo1z,42,M,Married,20,D
OZNIVF,41,M,Married,22,E
uDkjwD,38,M,Married,19,D
1KuWdS,48,M,Married,21,E
B3H3I0,63,M,Single,46,B
ErCGKX,60,F,Widowed,30,K
xjaEwR,24,M,Single,6,K
LYlRuT,51,M,Married,28,E
ECabOY,64,M,Married,35,C
Z4gk0I,27,M,Married,11,G
GOvTOs,42,M,Divorced,19,H
mGwa12,57,M,Widowed,32,B
FQMudB,27,F,Single,9,A
230UaV,39,F,Married,2,C
erSqfJ,52,F,Divorced,24,A
UWJYqg,24,F,Married,6,A
fwno4p,40,F,Single,21,G
vQVyYm,33,M,Single,13,D
OwnbZr,27,F,Divorced,8,E
HiQvdN,33,M,Single,11,A
AVjJBB,38,M,Married,17,A
WBP1SE,46,F,Married,28,F
taNurE,53,F,Widowed,31,G
wwIApn,28,M,Divorced,5,A
MKoWAT,55,F,Married,34,E
3hGoMQ,35,F,Single,10,B
jCcKbw,69,M,Married,36,E
dmtKnm,38,F,Divorced,12,J
SM4BtG,55,F,Married,22,E
TGoM3E,30,F,Married,11,A
ncipaf,26,F,Single,7,A
jysssV,75,M,Divorced,56,C
2rSxgb,33,F,Single,13,D
bS3vOq,33,F,Married,12,E
FsMCgk,56,F,Single,30,J
BBoDgQ,43,F,Single,9,H
VolOVL,29,F,Single,10,D
b3Jxxt,24,M,Single,5,E
WIOMrZ,84,F,Single,61,G
dQ3Hjv,56,F,Single,37,F
3TEung,36,F,Single,15,D
OWiPuR,50,M,Married,23,K
XUNy0t,42,F,Married,25,J
HjfPDG,29,F,Married,10,B
Z1jBrY,58,F,Married,23,H
34thVc,51,M,Married,30,A
WrIKgE,50,F,Married,24,E
QDxQyd,19,M,Single,2,A
iMDWR3,36,M,Widowed,14,C
pbp0EL,38,M,Widowed,17,H
wUS1SS,34,F,Married,11,H
jm4OOi,22,M,Single,5,G
1yycPj,40,M,Widowed,22,A
JmKvn3,18,M,Single,2,C
ujQVjB,42,F,Married,25,H
rom3C4,33,M,Single,14,H
OjLOFb,37,M,Divorced,18,E
SdUiWs,22,F,Single,6,B
wlBWMi,48,M,Divorced,20,F
MwrqAI,30,M,Single,9,H
NVDDq3,42,M,Separated,17,A
mAFVQR,40,M,Married,7,A
XVURHm,34,M,Married,13,E
jWTCYQ,22,F,Single,5,D
CVrHXJ,41,F,Married,18,A
q2fiuq,37,F,Married,12,D
HWbsjI,63,M,Divorced,42,E
jEGSD1,50,F,Single,24,A
haRi0I,22,M,Single,4,E
gxoxV0,68,M,Single,37,A
dbVDJq,49,f,Married,23,A
GiUQEN,71,M,Single,44,A
rnlXVN,45,M,Widowed,7,D
3uQcrf,47,M,Separated,29,A
nNPvqc,53,M,Married,29,F
aelu0J,34,M,Single,15,E
rdJQRW,58,F,Married,35,E
UGdkhn,52,M,Married,NA,E
FFyyVC,59,M,Divorced,39,D
udoenQ,44,M,Married,16,A
MXGqzq,87,M,Married,56,C
IWZvdB,67,M,Married,42,A
oJnZLP,40,F,Married,17,G
OJztFz,51,F,Married,29,F
2kqkty,33,F,Divorced,14,B
ojxKlI,48,F,Married,22,B
lNthH3,41,M,Widowed,22,C
WKAVDs,55,F,Single,31,A
Bv1Nyl,43,F,Single,20,B
OowjmS,41,M,Widowed,13,H
gskBrr,29,F,Single,7,D
2kHhWm,38,M,Separated,21,C
wn4tkm,22,M,Single,5,D
it1QX1,39,M,Married,10,C
QmQWfj,26,M,Married,8,A
BQRPv3,37,M,Single,15,J
lHVLHX,64,M,Separated,36,C
AoDC3E,45,M,Single,13,B
VtOuXe,20,F,Single,3,G
PhbQou,27,F,Single,10,D
IIvo2Z,45,F,Divorced,19,G
XSQthP,88,M,Married,55,G
ixweTD,57,F,Married,24,C
zzdxrD,33,F,Single,13,J
VfRjWV,48,M,Married,9,B
VjATOR,23,M,Single,7,G
zZTdZZ,41,F,Married,20,D
1tDHik,50,F,Married,31,F
DM4DJB,28,M,Divorced,7,A
EXKq0b,60,M,Single,22,E
A2Hbkb,58,F,Divorced,36,A
0xqwpM,56,M,Separated,31,A
hwUexj,34,f,Married,15,E
UxxHgJ,78,F,Single,51,B
OkcwIS,47,F,Married,11,G
Vol0Fh,50,F,Married,26,L
dyJFjY,56,M,Single,35,J
BOYZss,30,F,Single,13,G
ORrXsH,45,F,Married,22,J
gbAziZ,76,F,Married,45,D
QrWahC,86,F,Married,57,E
xpQPTP,50,F,Separated,21,N
Xf3sJE,25,F,Widowed,8,D
ZJHdIi,50,F,Divorced,19,E
2G1aks,60,F,Married,31,I
KCuLmR,62,M,Divorced,36,A
0lW3ZR,35,F,Married,15,E
O0iYdx,58,F,Married,22,B
vK2AHO,20,F,Single,2,G
wnUCMp,25,M,Single,6,G
wmpyZL,47,M,Married,24,C
uSt3IN,37,M,Single,18,L
JbDmDU,52,M,Divorced,31,C
hK2WUZ,47,F,Married,28,C
sEr2ws,50,M,Married,13,A
QlTQeY,52,F,Married,16,J
qoiuwl,64,M,Married,38,B
SXKbbh,46,F,Widowed,30,C
a2sC3t,45,M,Widowed,12,F
